iter	RMSE
214	524.4857998
215	524.3115346
216	523.8983785
217	523.6954928
218	523.3663604
219	522.9955351
220	522.7621836
221	522.3940819
222	522.0371845
223	521.6472958
224	521.250865
225	520.9922914
226	520.6077638
227	520.2931311
228	520.0974396
229	519.7968078
230	519.608724
231	519.3588552
232	519.0066124
233	518.5539885
234	518.2418457
235	517.9855348
236	517.6350674
237	517.2674055
238	517.0143049
239	516.7708925
240	516.4561951
241	516.1770662
242	516.0909119
243	515.6895885
244	515.1869927
245	514.9679277
246	514.735597
247	514.5358686
248	514.1780531
249	513.956202
250	513.6926019
251	513.314448
252	513.0930429
253	512.8801789
254	512.4093512
255	512.2037394
256	512.1839318
257	511.7693716
258	511.5991803
259	511.4903326
260	511.1284264
261	511.0584437
262	510.8783933
263	510.8159293
264	510.3087548
265	510.0885125
266	509.6837672
267	509.4809992
268	509.1886856
269	508.9834463
270	508.5221675
271	508.383658
272	508.3438683
273	507.9650466
274	507.792783
275	507.668266
276	507.3433542
277	507.0270096
278	506.9034804
279	506.4839899
280	506.1359455
281	505.8702522
282	505.3736117
283	505.0595566
284	504.8307476
285	504.692783
286	504.4525804
287	504.1385405
288	503.7306778
289	503.4440006
290	503.2979012
291	503.1080907
292	502.8476449
293	502.3932198
294	502.1645409
295	502.0529736
296	501.9622219
297	501.657225
298	501.312478
299	501.140694
300	500.8690416
301	500.5679913
302	500.3529111
303	500.0758307
304	499.9466779
305	499.811737
306	499.6455987
307	499.4302825
308	499.0368277
309	498.7185043
310	498.4058485
311	498.2525226
312	497.8074222
313	497.5633836
314	497.2501997
315	497.1352289
316	496.9529254
317	496.6938391
318	496.5188488
319	496.2592619
320	495.9483889
321	495.6876103
322	495.4014339
323	495.265107
324	494.9955166
325	494.6859987
326	494.6120054
327	494.4379064
328	494.4185817
329	494.2623281
330	493.8655234
331	493.7468021
332	493.3707488
333	493.2563227
334	493.2489175
335	492.9353026
336	492.6858991
337	492.5969826
338	492.4207601
339	492.3166093
340	492.0663683
341	491.7540783
342	491.6093461
343	491.3793963
344	491.2408164
345	490.9797824
346	490.8899562
347	490.762138
348	490.3561572
349	490.2078744
350	489.8914724
351	489.7022772
352	489.683075
353	489.4963084
354	489.2804408
355	489.1282381
356	489.1114063
357	488.9490583
358	488.6415989
359	488.4512993
360	488.3408281
361	488.1534471
362	487.9420103
363	487.880583
364	487.7447431
365	487.6219357
366	487.4543843
367	487.2037292
368	486.8075219
369	486.5149417
370	486.3702097
371	486.2376966
372	486.2346761
373	486.1342061
374	486.0675961
375	485.898038
376	485.7682244
377	485.6559261
378	485.5515272
379	485.3894993
380	485.3807644
381	485.2689693
382	484.9637618
383	484.833165
384	484.6636619
385	484.4835737
386	484.3077055
387	484.0547714
388	483.8134475
389	483.6203449
390	483.6082515
391	483.5645323
392	483.3858087
393	483.1003002
394	483.0905008
395	482.9500561
396	482.8435469
397	482.7522929
398	482.4798423
399	482.2155425
